FoodName,Spiselig del %,Vann,Kilojoule kJ,Kilokalorier kcal,Fett,Mettet,C12:0 g,C14:0,C16:0,C18:0,Trans,Enumettet,C16:1 sum,C18:1 sum,Flerumettet,C18:2n-6,C18:3n-3,C20:3n-3,C20:3n-6,C20:4n-3,C20:4n-6,C20:5n-3 (EPA),C22:5n-3 (DPA),C22:6n-3 (DHA),Omega-3,Omega-6,Kolesterol mg,Karbohydrat,Stivelse,Mono+disakk,"Sukker, tilsatt",Kostfiber,Protein,Salt,Alkohol,Vitamin A RAE,Retinol µg,Beta-karoten µg,Vitamin D µg,Vitamin E alfa-TE,Tiamin mg,Riboflavin mg,Niacin mg,Vitamin B6 mg,Folat µg,Vitamin B12 µg,Vitamin C mg,Kalsium mg,Jern mg,Natrium mg,Kalium mg,Magnesium mg,Sink mg,Selen µg,Kopper mg,Fosfor mg,Jod µg
"Cheddar, gulost",100,43,1614,389,32,20.3,0.96,3.2,9.06,3.33,1,7.7,0.74,6.53,0.7,0.45,0.13,0,0,0,0,0,0,0,0.13,0.13,79,0.3,0,0.3,0,0,25,2,0,376,364,141,0.3,0.6,0.03,0.28,0.1,0.15,31,2.4,0,660,0.2,800,70,24,3.4,6,0.04,445,30
"Crème Chérie, mykost",100,55,1385,335,31,19.6,0.93,3.1,8.77,3.22,0.9,7.5,0.71,6.32,0.7,0.43,0.12,0,0,0,0,0,0,0,0.12,0.12,76,0,0,0,0,0,14,2.3,0,155,140,182,0.2,0.7,0.02,0.16,0,0,14,0.5,0,390,0.3,900,104,16,2.3,0,0.08,960,6
"Geitost, hvit, Balsfjord",100,43,1649,398,34,22,1.07,2.84,10,4.31,0.9,8,0.57,7.25,0.8,0.6,0.11,0,0,0,0,0,0,0,0.11,0.6,101,0,0,0,0,0,23,1,0,256,256,1,0,0.9,0.1,0.26,0.4,0.05,19,0.2,0,1000,0.3,400,101,63,3.9,9,0.06,710,86
"Gorgonzola, blåmuggost",100,49,1486,359,31.2,20.3,1.01,3.07,8.07,3.21,0.6,6.8,0.4,6.15,0.9,0.49,0.12,0,0.02,0.01,0.03,0.01,0.02,0,0.17,0.57,87,0.1,0,0.1,0,0,19.4,3.6,0,350,336,168,0,0,0.01,0.18,0.9,0.07,52,1.2,0,612,0.3,1450,138,18,2.5,7,0.02,356,12
Goudaost,100,44,1562,377,30.6,20.3,1.15,3.24,8.6,2.94,1.1,6.8,0.47,5.7,0.6,0.67,0.19,0,0.02,0,0.03,0.01,0.02,0,0.24,0.72,85,0,0,0,0,0,25.3,2.3,0,270,258,139,0.2,0.6,0.03,0.3,0.1,0.08,43,1.7,0,773,0.3,925,82,32,3.9,8,0,498,21
"Gruyere, ost",100,38,1710,412,32.3,18.9,0.91,3.37,8.75,2.32,0.6,10,0.72,8.58,1.7,1.3,0.43,0,0,0,0,0,0,0,0.43,1.3,110,0.4,0,0.4,0,0,29.8,1.8,0,271,268,33,0.6,0.3,0.06,0.28,0.1,0.08,10,1.6,0,1011,0.2,714,81,36,3.9,5,0.03,605,40
Gräddost,100,43,1729,418,38,24.1,1.14,3.8,10.75,3.95,1.1,9.2,0.87,7.75,0.8,0.53,0.15,0,0,0,0,0,0,0,0.15,0.15,94,0,0,0,0,0,19,1.3,0,362,343,223,0,1,0.05,0.21,0.3,0.02,22,1.7,0,600,0.2,500,55,25,3.2,10,0.03,430,42
"Manchego, ost",100,40,1622,391,30.4,18.9,0.03,0.06,0.19,0.05,1.5,9,0.41,0.14,0.8,0.01,0.16,0,0.02,0.01,0.06,0.01,0.02,0,0.2,0.03,88,0.5,0,0.5,0,0,28.8,1.7,0,0,,,0.3,0.6,0.04,0.3,,0.2,21,1.5,0,765,0.6,670,100,36,4,2,,520,34
"Mascarpone, kremost",100,46,1798,436,44.5,29.5,1.59,4.82,12.67,5.04,1.8,11.7,0.63,9.65,1.9,0.77,0.19,0,0.03,0.01,0.04,0.02,0.03,0,0.27,0.89,123,4.3,0,4.3,0,0,4.6,0.2,0,394,376,214,0.3,1.1,0.04,0.22,0.1,0.04,11,0.6,0,161,0,70,137,11,0.7,2,0,116,14
"Norzola, blåmuggost",100,48,1584,383,35,22.2,1.05,3.5,9.91,3.64,1,8.4,0.8,7.14,0.8,0.49,0.14,0,0,0,0,0,0,0,0.14,0.14,86,0,0,0,0,0,17,2.5,0,333,316,206,0,0.9,0.06,0.31,1.1,0.12,47,1.5,0,500,0.1,1000,84,21,2.8,10,0.02,360,42
Ridderost,100,42,1746,422,38,24.1,1.14,3.8,10.75,3.95,1.1,9.2,0.87,7.75,0.8,0.53,0.15,0,0,0,0,0,0,0,0.15,0.15,94,0,0,0,0,0,20,1.5,0,362,343,223,0,1,0.06,0.29,0.3,0.03,57,3,0,620,0.2,600,64,26,3.5,8,0.03,540,37
"Roquefort, blåmuggost",100,42,1470,355,31,20.2,1.01,3.06,8.04,3.2,0.6,6.8,0.4,6.13,0.9,0.49,0.12,0,0.02,0.01,0.03,0.01,0.02,0,0.17,0.57,90,0,0,0,0,0,19,4,0,300,295,58,0.7,0.6,0.03,0.41,0.6,0.1,45,0.4,0,608,0.4,1600,120,27,3.7,6,0.12,430,40
"Selbu blå, blåmuggost",100,45,1735,420,40,25.3,1.2,4,11.32,4.16,1.2,9.6,0.92,8.16,0.9,0.56,0.16,0,0,0,0,0,0,0,0.16,0.16,98,0,0,0,0,0,15,2.2,0,381,361,235,0,1,0.05,0.27,0.9,0.11,42,1.4,0,440,0.1,880,75,19,2.5,9,0.02,320,37
"Selbu blå, blåmuggost, økologisk",100,46,1698,411,39,25.9,1.41,4.47,11.22,3.62,1.1,8.3,0.85,6.71,0.9,0.69,0.19,0,0,0,0,0,0,0,0.2,0.2,107,0,0,0,0,0,15,2.2,0,331,315,187,0,1,,0.23,0.9,0.11,45,1.2,0,380,0.1,860,75,19,2.1,9,0.02,280,23
"Stilton, blåmuggost",100,38,1700,410,35,23,1.24,3.75,9.85,3.92,1.5,9.2,0.49,7.5,1.2,0.6,0.15,0,0.02,0.01,0.03,0.02,0.02,0,0.21,0.7,95,0.1,0,0.1,0,0,23.7,2,0,375,360,182,0.2,0.6,0.03,0.47,0.7,0.13,78,1.2,0,326,0.2,788,96,15,2.9,7,0.04,314,40
"Østavind, gulost",100,41,1643,396,32,20.3,0.96,3.2,9.06,3.33,1,7.7,0.74,6.53,0.7,0.45,0.13,0,0,0,0,0,0,0,0.13,0.13,79,0,0,0,0,0,27,1,0,272,260,146,0,0,0,0.17,0,0,31,3.6,0,675,0,400,0,0,4,10,0,460,15
"Brunost, uspesifisert",100,31,1707,410,27,17.2,0.82,2.55,7.74,3.01,0.8,6.5,0.56,5.59,0.6,0.41,0.1,0,0,0,0,0,0,0,0.1,0.24,71,30.3,0,30.3,0,0,11.3,0.8,0,280,272,91,,0.8,0.16,1.18,0.2,0.04,28,1.3,,518,0.2,323,1444,82,1.1,8,0.02,620,202
"Camembert, hvitmuggost",100,53,1359,328,28,17.7,0.84,2.8,7.92,2.91,0.8,6.8,0.64,5.71,0.6,0.39,0.11,0,0,0,0,0,0,0,0.11,0.11,69,0,0,0,0,0,19,1.5,0,267,253,164,0,0.7,0.06,0.33,1.1,0.14,51,1.7,0,540,0.1,600,91,23,3,11,0.02,390,45
"Chevre, geitost, naturell",100,56,1308,316,28,18.1,0.88,2.34,8.23,3.55,0.8,6.6,0.47,5.97,0.7,0.49,0.09,0,0,0,0,0,0,0,0.09,0.5,83,1,0,1,0,0,15,1.1,0,210,210,1,0,0.7,0.03,0.53,0.8,0.06,82,0.8,0,64,0.2,440,121,12,0.5,9,0.04,240,80
"Edamer, gulost",100,45,1475,355,27,17.1,0.81,2.7,7.64,2.81,0.8,6.5,0.62,5.51,0.6,0.38,0.11,0,0,0,0,0,0,0,0.11,0.11,66,0,0,0,0,0,28,1.5,0,257,244,159,0,0.7,0.08,0.3,0.4,0.03,41,2.4,0,800,0.2,600,76,32,4.4,10,0.04,580,30
"Feta, ost med geitmelk",100,63,1038,250,20.2,13.7,0.55,1.51,5.98,1.86,0.7,4.1,0.21,4.32,0.6,0.35,0.09,0,0,0,0.02,0.01,0.01,0,0.11,0.38,70,1.5,0,1.5,0,0,15.6,2.5,0,223,220,33,0.5,0.4,0.04,0.21,0.2,0.07,23,1.1,0,360,0.2,1000,95,20,0.9,5,0.07,280,10
"Fløtemysost, brunost",100,31,1693,406,26,16.5,0.78,2.6,7.36,2.7,0.8,6.3,0.6,5.3,0.6,0.36,0.1,0,0,0,0,0,0,0,0.1,0.1,64,32,0,32,0,0,11,0.9,0,246,234,149,0,0,0.18,1.01,0,0.05,51,1.9,0,540,0.2,340,1410,79,1.1,7,0.02,603,134
"Geitost, brunost",100,31,1713,411,27,17.4,0.85,2.25,7.94,3.43,0.7,6.3,0.45,5.76,0.6,0.48,0.09,0,0,0,0,0,0,0,0.09,0.5,80,29,0,29,0,0,13,0.8,0,339,339,0,0,0.9,0.15,1.47,0,0.01,9,0.7,0,553,0.2,330,1700,95,1.3,6,0.03,747,307
"Geitost, hvit, Kvitlin",100,44,1612,389,33,21.3,1.04,2.75,9.7,4.19,0.9,7.8,0.55,7.04,0.8,0.58,0.11,0,0,0,0,0,0,0,0.11,0.6,98,0,0,0,0,0,23,1.5,0,225,225,1,0,0.8,0.1,0.26,0.4,0.05,19,0.2,0,1000,0.3,600,101,63,3.9,9,0.06,710,86
"Geitost, smørbar, dill, Snøfrisk",100,68,997,241,23,14.9,0.72,1.92,6.76,2.92,0.6,5.4,0.38,4.9,0.5,0.41,0.08,0,0,0,0,0,0,0,0.08,0.4,68,2.6,0,2.6,0,0,6,1.5,0,218,207,135,0,0.6,0.02,0.17,0.2,0.04,14,0.2,0,97,0.1,600,145,12,0.7,6,0.01,105,50
"Geitost, smørbar, kantarell, Snøfrisk",100,68,997,241,23,14.9,0.72,1.92,6.76,2.92,0.6,5.4,0.38,4.9,0.5,0.41,0.08,0,0,0,0,0,0,0,0.08,0.4,68,2.6,0,2.6,0.4,0,6,1.3,0,218,207,135,0,0.6,0.02,0.17,0.2,0.04,14,0.2,0,97,0.1,520,145,12,0.7,6,0.01,105,58
"Geitost, smørbar, naturell, Snøfrisk",100,67,1049,254,24,15.2,0.72,2.4,6.79,2.5,0.7,5.8,0.55,4.9,0.5,0.34,0.1,0,0,0,0,0,0,0,0.1,0.1,59,2.5,0,2.5,0,0,7,1.3,0,109,102,79,0,0.7,0.02,0.13,0.2,0.12,9,0.2,0,85,0,520,135,11,0.1,6,0,105,39
"Geitost, smørbar, rødløk og timian, Snøfrisk",100,68,999,242,23,14.9,0.72,1.92,6.76,2.92,0.6,5.4,0.38,4.9,0.5,0.41,0.08,0,0,0,0,0,0,0,0.08,0.4,68,2.7,0,2.7,0,0,6,1.6,0,218,207,135,0,0.6,0.02,0.17,0.2,0.04,14,0.2,0,97,0.1,640,145,12,0.7,6,0.01,105,60
"Gudbrandsdalsost, brunost",100,32,1716,412,28,17.7,0.84,2.8,7.92,2.91,0.8,6.8,0.64,5.71,0.6,0.39,0.11,0,0,0,0,0,0,0,0.11,0.11,69,30,0,30,0,0,10,0.8,0,254,244,123,0,0.7,0.14,1.06,0.3,0.06,25,1.3,0,460,0,300,1221,71,0.8,10,0.02,510,164
"Gulost, uspesifisert",100,46,1445,348,26.7,16.9,0.8,2.67,7.55,2.77,0.8,6.4,0.61,5.44,0.6,0.37,0.11,0,0,0,0,0,0,0,0.11,0.11,65,0,0,0,0,0,26.9,1.2,0,127,125,18,,0.5,0.09,0.3,0.5,0.03,43,2.4,,818,0.2,486,76,33,4.6,11,0.04,595,30
"Halloumi, ost",100,55,1204,290,21.9,14.9,0.76,2.29,6.76,1.94,0.8,4.6,0.32,3.96,0.8,0.65,0.09,0,0,0,0,0,0,0,0.09,0.65,71,0.9,0,0.9,0,0,22.3,4.2,0,192,192,0,0.2,0.5,0.02,0.25,0.1,0.04,2,0.6,0,633,0.2,1680,74,34,3,10,0.03,406,34
"Jarlsberg, gulost",100,46,1458,351,27,17.1,0.81,2.7,7.64,2.81,0.8,6.5,0.62,5.51,0.6,0.38,0.11,0,0,0,0,0,0,0,0.11,0.11,66,0,0,0,0,0,27,1.1,0,257,244,159,0,0.7,0.14,0.32,0.8,0.02,36,2.2,0,770,0.5,440,71,33,4.2,12,0.04,550,32
"Kremost, krydder",100,64,1145,277,27,17.1,0.81,2.7,7.64,2.81,0.8,6.5,0.62,5.51,0.6,0.38,0.11,0,0,0,0,0,0,0,0.11,0.11,66,2.6,0,2.6,0,0,6,1,0,257,244,159,0,0.7,0.03,0.19,0,0.03,15,0.3,0,96,0.1,400,120,9,0.7,8,0.01,120,26
"Kremost, naturell",100,64,1147,278,27,17.1,0.81,2.7,7.64,2.81,0.8,6.5,0.62,5.51,0.6,0.38,0.11,0,0,0,0,0,0,0,0.11,0.11,66,2.7,0,2.7,0,0,6,1,0,257,244,159,0,0.7,0.03,0.19,0,0.03,15,0.3,0,96,0.1,400,120,9,0.7,8,0.01,120,26
"Kremost, pepper",100,64,1147,278,27,17.1,0.81,2.7,7.64,2.81,0.8,6.5,0.62,5.51,0.6,0.38,0.11,0,0,0,0,0,0,0,0.11,0.11,66,2.7,0,2.7,0,0,6,1,0,257,244,159,0,0.7,0.03,0.19,0,0.03,15,0.3,0,96,0.1,400,120,9,0.7,8,0.01,120,26
"Kremost, Philadelphia",100,63,1160,281,27.3,18,0.8,2.79,7.21,2.55,,6.4,0.45,5.53,1.2,0.61,0.2,0,0.02,0.01,0.02,0.02,0.02,0,0.6,0.63,85,2.7,0,2.7,0,0,6.1,0.7,0,285,284,19,0.1,0.7,0.03,0.17,0.1,0.04,15,0.2,0,88,0.1,268,71,7,0.7,3,,95,7
"Kremost, urter",100,64,1147,278,27,17.1,0.81,2.7,7.64,2.81,0.8,6.5,0.62,5.51,0.6,0.38,0.11,0,0,0,0,0,0,0,0.11,0.11,66,2.7,0,2.7,0,0,6,1,0,257,244,159,0,0.7,0.03,0.19,0,0.03,15,0.3,0,96,0.1,400,120,9,0.7,8,0.01,120,26
"Mozzarella, norsk",100,49,1320,317,23,14.6,0.69,2.3,6.51,2.39,0.7,5.5,0.53,4.69,0.5,0.32,0.09,0,0,0,0,0,0,0,0.09,0.09,57,0.6,0,0.6,0,0,27,1.2,0,218,207,135,0,0.6,0.09,0.33,0.4,0.03,45,2.6,0,880,0.2,480,83,35,4.9,11,0.05,640,33
"Normanna, blåmuggost",100,51,1393,336,28,17.7,0.84,2.8,7.92,2.91,0.8,6.8,0.64,5.71,0.6,0.39,0.11,0,0,0,0,0,0,0,0.11,0.11,69,0,0,0,0,0,21,2.5,0,267,253,164,0,0.7,0.06,0.31,1.1,0.12,47,1.5,0,500,0.1,1000,84,21,2.8,10,0.02,360,42
"Norvegia, gulost",100,46,1458,351,27,17.1,0.81,2.7,7.64,2.81,0.8,6.5,0.62,5.51,0.6,0.38,0.11,0,0,0,0,0,0,0,0.11,0.11,66,0,0,0,0,0,27,1.2,0,107,107,0,0,0.5,0.08,0.31,0.4,0.03,42,2.4,0,820,0.2,480,77,33,4.6,11,0.04,590,31
"Norvegia, gulost, fyldig",100,45,1535,370,30,19,0.9,3,8.49,3.12,0.9,7.2,0.69,6.12,0.7,0.42,0.12,0,0,0,0,0,0,0,0.12,0.12,74,0,0,0,0,0,25,1.2,0,286,271,176,0,0.8,0.07,0.31,0.3,0.03,24,2.2,0,730,0.2,480,70,30,4.1,10,0.04,550,41
"Norvegia, gulost, vellagret",100,45,1495,360,28,17.7,0.84,2.8,7.92,2.91,0.8,6.8,0.64,5.71,0.6,0.39,0.11,0,0,0,0,0,0,0,0.11,0.11,69,0,0,0,0,0,27,1.2,0,127,113,164,0,0.5,0.08,0.29,0.4,0.03,40,2.3,0,780,0.2,480,74,31,4.3,10,0.04,570,29
"Norvegia, gulost, økologisk",100,46,1458,351,27,17.9,0.98,3.09,7.77,2.51,0.8,5.7,0.59,4.65,0.6,0.48,0.13,0,0,0,0,0,0,0,0.14,0.14,74,0,0,0,0,0,27,1.2,0,257,244,159,0,0.7,0.08,0.3,0.4,0.03,41,2.4,0,800,0.2,480,76,32,4.4,10,0.04,580,30
Nøkkelost,100,46,1458,351,27,17.1,0.81,2.7,7.64,2.81,0.8,6.5,0.62,5.51,0.6,0.38,0.11,0,0,0,0,0,0,0,0.11,0.11,66,0,0,0,0,0,27,1.5,0,257,244,159,0,0.7,0.08,0.3,0.4,0.03,40,2.4,0,800,0.2,600,76,32,4.4,10,0.04,580,30
"Paneer, ost",100,50,1348,325,24.5,15.4,0.66,2.27,6.14,2.81,1.3,6.2,0.26,5.35,0.5,0.86,0.18,0,0.01,0,0.03,0.01,0.01,0,0.19,0.68,,0,0,0,0,0,26,0,0,251,248,34,,0.4,,0.2,0.1,,25,,0,537,0,19,69,23,3.2,,0,383,
"Parmesan, ost",100,28,1730,416,29.7,19.3,1.03,3.12,8.21,3.27,1.1,7.7,0.41,6.26,1.1,0.5,0.12,0,0.02,0.01,0.03,0.01,0.02,0,0.18,0.58,93,0.9,0,0.9,0,0,36.2,1.7,0,390,371,233,0.3,0.8,0.03,0.32,0.1,0.11,12,3.3,0,1025,0.8,660,152,41,5.1,12,0.84,680,72
"Pizzaost, revet",100,50,1255,301,20,12.7,0.6,2,5.66,2.08,0.6,4.8,0.46,4.08,0.4,0.28,0.08,0,0,0,0,0,0,0,0.08,0.08,49,0.3,0,0.3,0,0,30,1.1,0,277,265,148,0,0.6,0.08,0.38,0.5,0.03,35,2.5,0,900,0.2,440,82,36,4.9,12,0.05,650,45
"Port Salut, kittmodnet ost",100,51,1333,321,25,15.8,0.75,2.5,7.08,2.6,0.7,6,0.57,5.1,0.6,0.35,0.1,0,0,0,0,0,0,0,0.1,0.1,62,0,0,0,0,0,24,1.5,0,238,226,147,0,0.7,0.07,0.33,0.4,0.04,65,3.4,0,720,0.2,600,74,30,4,10,0.04,520,42
"Raclette, ost",100,41,1481,357,27.9,16.7,0.87,2.63,6.91,2.75,,6.5,0.34,5.27,1.3,0.42,0.11,0,0.02,0,0.02,0.01,0.02,0,0.15,0.49,84,0,0,0,0,0,26.4,1.8,0,263,255,100,0.2,0.7,0.01,0.22,0.2,0.06,49,1.4,0,671,0.1,728,70,27,3.9,8,0.06,492,27
"Sveitserost, gulost",100,44,1512,364,28,17.7,0.84,2.8,7.92,2.91,0.8,6.8,0.64,5.71,0.6,0.39,0.11,0,0,0,0,0,0,0,0.11,0.11,69,0,0,0,0,0,28,1.3,0,259,246,160,0,0.7,0.07,0.27,0.4,0.03,26,2.3,0,790,0.2,520,79,35,4.5,12,0.04,600,36
"Taffelost, tomat",100,52,1301,313,24,15.2,0.72,2.4,6.79,2.5,0.7,5.8,0.55,4.9,0.5,0.34,0.1,0,0,0,0,0,0,0,0.1,0.1,59,0.3,0,0.3,0,0,24,2.8,0,165,148,198,0,0.5,0.02,0.22,0.1,0,0,0,0,660,0.4,1100,88,25,3.8,0,0.09,705,6
"Baconost, smørbar",100,68,886,213,17,10.8,0.51,1.7,4.81,1.77,0.5,4.1,0.39,3.47,0.4,0.24,0.07,0,0,0,0,0,0,0,0.07,0.07,42,0.1,0,0.1,0,0,15,2.4,0,175,160,184,0.1,0,0.05,0.2,0.3,0.16,12,0.5,0,376,0.3,940,60,15,3,6,0.05,900,18
Cottage Cheese,100,81,406,97,4.3,2.7,0.13,0.43,1.22,0.45,0.1,1,0.1,0.88,0.1,0.06,0.02,0,0,0,0,0,0,0,0.02,0.02,11,1.5,0,1.5,0,0,13,0.4,0,18,16,25,0,0,0.05,0.2,0.1,0,12,0.6,0,80,0,160,82,9,0.6,4,0.02,165,15
"Fløtemysost, brunost, lett",100,31,1493,356,16,10.1,0.48,1.6,4.53,1.66,0.5,3.9,0.37,3.26,0.4,0.22,0.06,0,0,0,0,0,0,0,0.06,0.06,39,41,0,41,0,0,12,0.9,0,155,147,96,0,0.4,0.19,1.05,0,0,39,1.5,0,553,0.7,360,1452,87,1,8,0.01,565,154
Gamalost,100,45,940,221,0.6,0.4,0.02,0.06,0.17,0.06,0,0.1,0.01,0.12,0,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0.1,0,10,9,6,0,0,0.05,0.75,2.5,0.08,22,0.8,0,150,0.3,20,98,13,2.8,20,0.09,530,44
"Gomme, Namdal",100,52,1056,252,12,7.6,0.36,1.2,3.4,1.25,0.4,2.9,0.28,2.45,0.3,0.17,0.05,0,0,0,0,0,0,0,0.05,0.05,30,26,0,26,6,0,10,0.6,0,114,108,70,0,0.3,0.19,0.73,0,0,43,1.1,0,398,0.5,250,1007,61,0.8,10,0.01,402,107
"Gudbrandsdalsost, brunost, lett",100,30,1510,360,16,10.1,0.48,1.6,4.53,1.66,0.5,3.9,0.37,3.26,0.4,0.22,0.06,0,0,0,0,0,0,0,0.06,0.06,39,42,0,42,0,0,12,0.9,0,146,140,66,0,0.4,0.16,1.09,0,0,39,1.5,0,594,0.8,360,1519,92,1,13,0.02,605,189
"Jarlsberg, gulost, lett",100,53,1119,268,16,10.1,0.48,1.6,4.53,1.66,0.5,3.9,0.37,3.26,0.4,0.22,0.06,0,0,0,0,0,0,0,0.06,0.06,39,0,0,0,0,0,31,1,0,152,144,94,0,0.4,0.08,0.44,0.5,0.02,25,2.4,0,910,0.2,400,80,37,5,13,0.05,670,17
"Kremost, lett, Philadelphia",100,72,815,196,16,10.6,0.53,1.65,4.27,1.51,,3.8,0.27,3.28,0.7,0.36,0.12,0,0.01,0.01,0.01,0.01,0.01,0,0.14,0.36,50,5.3,0,5.3,0,0,7.8,0.4,0,169,168,11,0.1,0.4,0.02,0.1,0,0.02,18,0.1,0,52,0.1,159,42,4,0.4,4,,57,14
"Magerost, smørbar, 10 % fett",100,68,676,162,10,6,0.3,0.91,2.4,0.95,0.3,2.7,0.12,1.83,0.2,0.15,0.04,0,0.01,0,0.01,0,0.01,0,0.05,0.17,27,0,0,0,0,0,18,2.8,0,53,51,24,0.1,0.2,0.07,0.23,0.1,0.06,7,0.4,0,552,0.3,1130,96,26,2.6,1,0.05,740,6
"Magerost, smørbar, 3 % fett",100,75,421,100,3,1.9,0.1,0.3,0.79,0.31,0.1,0.7,0.04,0.6,0.1,0.05,0.01,0,0,0,0,0,0,0,0.02,0.06,10,0,0,0,0,3,17,2.5,0,24,23,11,0,0.1,0.07,0.23,0.1,0.06,7,0.4,0,513,0.3,1000,100,25,2.6,1,0.05,741,6
"Magerost, smørbar, 7 % fett",100,71,547,131,6.5,4.2,0.21,0.64,1.69,0.67,0.2,1.5,0.08,1.29,0.1,0.1,0.03,0,0,0,0.01,0,0,0,0.04,0.12,17,0,0,0,0,0,18,2.2,0,53,51,24,0,0.2,0.07,0.23,0.1,0.06,7,0.4,0,510,0.3,860,96,26,2.6,1,0.05,740,6
"Mozzarella, i lake, importert",100,67,886,213,16.6,10.6,0.45,1.61,4.94,1.73,,4.1,0.27,3.59,0.7,0.51,0.11,0,0,0,0.03,0,0,0,0.11,0.54,52,0.4,0,0.4,0,0,15.6,0.5,0,166,163,33,0,0.4,0.01,0.19,0,0,8,1.1,0,306,0.1,198,26,12,2.4,0,,227,19
"Mozzarella, lett, norsk",100,53,1112,266,16,10.1,1.77,0.51,4.1,1.66,0.5,3.9,0.37,3.26,0.4,0.22,0.06,0,0,0,0,0,0,0,0.06,0.06,39,0.6,0,0.6,0,0,30,1,0,152,144,94,0,0.4,0.09,0.36,0.5,0.04,49,2.8,0,940,0.3,400,89,38,5.3,12,0.05,690,35
"Norvegia, gulost, lett",100,53,1119,268,16,10.1,0.48,1.6,4.53,1.66,0.5,3.9,0.37,3.26,0.4,0.22,0.06,0,0,0,0,0,0,0,0.06,0.06,39,0,0,0,0,0,31,1.2,0,161,155,77,0,0.4,0.24,0.26,1.9,0.04,42,2.4,0,930,0.2,470,73,38,5.2,10,0.04,680,17
"Nøkkelost, lett",100,52,1136,272,16,10.1,0.48,1.6,4.53,1.66,0.5,3.9,0.37,3.26,0.4,0.22,0.06,0,0,0,0,0,0,0,0.06,0.06,39,0,0,0,0,0,32,1.4,0,152,144,94,0,0.4,0.09,0.35,0.5,0.04,48,2.8,0,940,0.2,560,88,38,5.2,12,0.05,680,35
Prim,100,43,1129,268,8,5.1,0.24,0.8,2.26,0.83,0.2,1.9,0.18,1.63,0.2,0.11,0.03,0,0,0,0,0,0,0,0.03,0.03,20,42,0,42,9,0,7,0.8,0,74,70,45,0,0.2,0.22,1.12,0,0.17,32,1,0,363,0.1,320,1233,67,0.2,6,0.01,430,68
"Prim, lett",100,44,1032,244,4,2.5,0.12,0.4,1.13,0.42,0.1,1,0.09,0.82,0.1,0.06,0.02,0,0,0,0,0,0,0,0.02,0.02,10,45,0,45,9,0,7,0.8,0,38,36,24,0,0.1,0.22,0.88,0,0,53,1,0,341,0.1,300,1273,71,0.1,6,0,399,68
"Prim, med jern, Sprett",100,42,1146,272,8,5.1,0.24,0.8,2.26,0.83,0.2,1.9,0.18,1.63,0.2,0.11,0.03,0,0,0,0,0,0,0,0.03,0.03,20,43,0,43,9,0,7,0.8,0,76,72,47,0,0.2,0.22,0.87,0,0,52,1,0,343,10,300,1256,70,0.1,6,0,398,68
"Pultost, Hedemark",100,59,717,169,1,0.6,0.03,0.1,0.28,0.1,0,0.2,0.02,0.2,0,0.01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40,2.3,0,10,9,6,0,0,0.06,0.89,2.9,0.1,26,0.9,0,180,0.3,900,117,16,3.4,24,0.1,630,42
"Pultost, Løiten",100,69,536,126,0.7,0.4,0.02,0.07,0.2,0.07,0,0.2,0.02,0.14,0,0.01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,30,2,0,10,9,6,0,0,0.04,0.57,1.9,0.06,17,0.6,0,110,0.2,800,75,10,2.2,15,0.07,400,26
"Ricotta, ferskost",100,82,519,125,10.2,6.4,0.34,1.07,3.06,0.96,0.3,2.7,0.2,2.32,0.4,0.25,0.04,0,0,0,0.01,0,0.01,0,0.05,0.26,49,0.8,0,0.8,0,0,7.5,0.3,0,120,117,33,0.2,0.1,0.01,0.3,0.1,0.1,4,0.9,0,206,0.1,110,219,20,0.5,6,0.02,154,8
"Egg, rå",88,76,620,149,10.7,3,0,0.03,2.16,0.82,0,4,0.24,3.73,2.1,1.66,0.07,0,0.02,0,0.19,0,0,0.1,0.17,1.92,319,0.3,0,0.3,0,0,13,0.4,0,175,175,0,2.5,5.1,0.08,0.39,0,0.14,68,1.3,0,55,2,145,140,13,1.4,22,0.07,205,34
"Egg, økologisk, rå",88,77,606,146,10.5,2.8,0,0.02,2.02,0.72,0,4.3,0.23,4.06,1.8,1.41,0.1,0,0.02,0,0.16,0,0.05,0.13,0.24,1.61,331,0.3,0,0.3,0,0,12.5,0.4,0,195,195,0,4,6.6,0.07,0.39,0,0.13,54,1.5,0,47,1.8,145,140,12,1.1,32,0.06,195,38
Eggedosis,100,59,870,207,8.2,2.3,0,0.02,1.66,0.63,0,3.1,0.18,2.87,1.6,1.28,0.05,0,0.01,0,0.15,0,0,0.08,0.13,1.48,245,23.3,0,23.3,23.1,0,10,0.3,0,135,135,0,1.9,3.9,0.06,0.3,0,0.1,52,1,0,42,1.5,112,108,10,1,17,0.05,158,26
"Eggehvite, rå",100,89,180,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0,0.4,0,0,10.2,0.5,0,0,0,0,0,0,0,0.31,0,0.01,0,0,0,6,0,190,160,13,0,6,0.02,17,3
